,Neighborhood,Census.Tract,Homeowner.age.building.years,Pb.ppm,Pred.µg.dL.,P.PbB.3.5,P.PbB.5,P.PbB.6,P.PbB.10,Age.25m.years,Community.Area
589,Old Town,71500,135,3186,17.04,99.962,99.546,98.682,87.161,10,LINCOLN PARK
590,Old Town,71700,NA,331,3.4,47.438,20.521,11.294,1.078,140,LINCOLN PARK
591,Old Town,71500,135,2058,12.63,99.683,97.564,94.331,69.017,130,LINCOLN PARK
592,Old Town,71600,135,1260,8.85,97.581,88.785,79.596,39.76,NA,LINCOLN PARK
593,Old Town,71500,138,154,2.18,15.619,3.844,1.55,0.059,42,LINCOLN PARK
594,Old Town,71500,47,209,2.56,25.374,7.757,3.518,0.189,123,LINCOLN PARK
595,Old Town,71600,135,1552,10.31,98.925,93.824,87.538,52.606,10,LINCOLN PARK
596,Old Town,71700,49,57,1.48,3.337,0.477,0.144,0.002,NA,LINCOLN PARK
597,Old Town,71500,135,1615,10.61,99.087,94.538,88.757,55.047,130,LINCOLN PARK
598,Old Town,71700,145,1729,11.15,99.316,95.604,90.635,59.163,124,LINCOLN PARK
599,Old Town,71700,141,385,3.75,55.932,27.105,15.925,1.856,140,LINCOLN PARK
600,Old Town,71700,51,411,3.92,59.628,30.322,18.325,2.33,140,LINCOLN PARK
601,Old Town,71500,135,253,2.87,33.568,11.838,5.808,0.393,110,LINCOLN PARK
602,Old Town,71600,12,277,3.03,37.984,14.349,7.316,0.555,NA,LINCOLN PARK
603,Buena Park,32100,108,2539,14.62,99.882,98.878,97.094,79.043,NA,UPTOWN
604,Bridgeport,600600,130,803,6.34,89.703,69.355,54.697,16.631,125,BRIDGEPORT
605,Hyde Park,411100,63,1327,9.2,98.007,90.257,81.817,42.919,58,HYDE PARK
606,Galewood,250500,84,178,2.35,19.744,5.373,2.288,0.102,NA,AUSTIN
607,Austin,251700,66,857,6.65,91.421,72.849,58.72,19.31,130,AUSTIN
608,Wildwood,120100,85,109,1.86,8.853,1.748,0.627,0.017,NA,FOREST GLEN
609,East Side,520400,100,311,3.26,44.033,18.168,9.733,0.857,NA,EAST SIDE
610,Old Town Triangle,71700,33,101,1.8,7.824,1.478,0.518,0.013,10,LINCOLN PARK
611,Edgewater,30200,114,232,2.72,29.655,9.797,4.637,0.282,110,EDGEWATER
612,Belmont Cragin,190602,103,587,5.04,78.161,50.748,35.6,7.269,NA,BELMONT CRAGIN
613,Graceland West,60100,113,1203,8.55,97.138,87.338,77.476,36.985,94,LAKE VIEW
614,Lake View East,63100,48,366,3.63,53.066,24.764,14.234,1.551,11,LAKE VIEW
615,Graceland West,60100,23,184,2.39,20.813,5.8,2.501,0.116,NA,LAKE VIEW
616,Old Town,80300,23,51,1.43,2.887,0.395,0.117,0.002,19,NEAR NORTH SIDE
617,McKinley Park,840300,21,146,2.12,14.311,3.398,1.344,0.048,NA,MCKINLEY PARK
618,Bridgeport,840200,135,3908,19.47,99.987,99.809,99.386,92.181,93,BRIDGEPORT
619,Bridgeport,600400,38,174,2.32,19.038,5.099,2.152,0.094,33,BRIDGEPORT
620,Jefferson Park,150501,105,404,3.88,58.659,29.456,17.67,2.196,NA,PORTAGE PARK
621,Margate Park,31300,109,205,2.54,24.635,7.424,3.342,0.175,108,UPTOWN
622,West Town,243100,133,1064,7.81,95.619,82.876,71.272,29.961,10,WEST TOWN
623,Albany Park,140800,113,131,2.01,11.971,2.648,1.008,0.032,NA,ALBANY PARK
624,Back of the Yards,611200,135,1377,9.45,98.27,91.215,83.303,45.199,NA,NEW CITY
625,Little Village,300600,126,224,2.67,28.162,9.063,4.228,0.246,NA,SOUTH LAWNDALE
626,Little Village,301200,122,780,6.21,88.862,67.736,52.886,15.519,115,SOUTH LAWNDALE
627,,810200,NA,240,2.78,31.148,10.555,5.066,0.321,NA,NA
628,,810301,71,52,1.44,2.96,0.408,0.121,0.002,NA,NA
629,West Ridge,20400,51,297,3.17,41.579,16.563,8.7,0.722,NA,WEST RIDGE
630,West Ridge,20302,50,195,2.47,22.801,6.625,2.923,0.145,NA,WEST RIDGE
631,Edgewater,40100,NA,156,2.19,15.952,3.96,1.605,0.062,NA,LINCOLN SQUARE
632,Arcadia Terrace,20801,NA,289,3.11,40.152,15.666,8.133,0.651,NA,WEST RIDGE
633,Ravenswood,40401,NA,20,1.21,1.17,0.124,0.032,0,128,LINCOLN SQUARE
634,Ravenswood,40201,118,87,1.7,6.175,1.075,0.36,0.008,112,LINCOLN SQUARE
635,Ravenswood,40900,NA,1408,9.6,98.413,91.756,84.157,46.577,NA,LINCOLN SQUARE
636,Ravenswood,40800,NA,609,5.18,79.791,53.002,37.729,8.084,NA,LINCOLN SQUARE
637,Chatham,842400,NA,289,3.11,40.152,15.666,8.133,0.651,NA,LOGAN SQUARE
638,Logan Square,830900,105,158,2.21,16.287,4.079,1.661,0.065,NA,LOGAN SQUARE
639,,826800,NA,176,2.33,19.39,5.235,2.219,0.098,NA,NA
640,,826800,NA,138,2.06,13.044,2.984,1.157,0.039,NA,NA
641,,821200,NA,464,4.27,66.354,36.816,23.434,3.503,NA,NA
642,Kennedy Park,750400,NA,572,4.95,76.973,49.166,34.134,6.737,63,MORGAN PARK
643,Beverly,720600,NA,18,1.19,1.092,0.114,0.029,0,NA,BEVERLY
644,Beverly,720300,74,174,2.32,19.038,5.099,2.152,0.094,68,BEVERLY
645,,720400,NA,120,1.93,10.361,2.169,0.802,0.024,NA,BEVERLY
646,,823500,NA,19,1.2,1.131,0.119,0.031,0,NA,NA
647,West Beverly,720500,NA,29,1.27,1.568,0.18,0.048,0.001,NA,BEVERLY
648,McKinley Park,590500,NA,947,7.17,93.63,77.804,64.716,23.91,NA,MCKINLEY PARK
649,Morgan Park,750500,NA,17,1.18,1.054,0.109,0.028,0,NA,MORGAN PARK
650,,826800,NA,454,4.2,65.167,35.605,22.454,3.26,NA,NA
651,,821200,NA,63,1.52,3.826,0.57,0.176,0.003,NA,NA
652,Brighton Park,590500,NA,284,3.08,39.253,15.113,7.787,0.61,NA,MCKINLEY PARK
653,,824300,117,167,2.27,17.82,4.637,1.927,0.08,NA,NA
654,,821200,63,129,2,11.671,2.556,0.968,0.031,120,NA
655,Gage Park,630500,NA,359,3.58,51.976,23.906,13.627,1.448,NA,GAGE PARK
656,Gage Park,630600,74,37,1.33,1.989,0.244,0.068,0.001,NA,GAGE PARK
657,Marquette Park,660800,100,2663,15.1,99.907,99.067,97.525,80.986,94,CHICAGO LAWN
658,West Englewood,660700,98,100,1.79,7.7,1.447,0.505,0.013,NA,CHICAGO LAWN
659,West Beverly,720500,64,29,1.27,1.568,0.18,0.048,0.001,NA,BEVERLY
660,West Englewood,661000,NA,194,2.46,22.619,6.548,2.883,0.142,NA,CHICAGO LAWN
661,Wrightwood,700501,69,174,2.32,19.038,5.099,2.152,0.094,NA,ASHBURN
662,Chicago Lawn,835000,57,39,1.35,2.105,0.262,0.074,0.001,NA,CHICAGO LAWN
663,Back of the Yards,610300,105,283,3.07,39.072,15.003,7.719,0.602,NA,NEW CITY
664,West Englewood,835000,NA,164,2.25,17.305,4.446,1.835,0.075,NA,CHICAGO LAWN
665,Chicago Lawn,661000,NA,59,1.49,3.496,0.507,0.154,0.003,NA,CHICAGO LAWN
666,,821600,NA,40,1.35,2.164,0.272,0.077,0.001,NA,NA
667,Beverly,720100,NA,766,6.13,88.314,66.711,51.756,14.851,NA,BEVERLY
668,Wrightwood,700501,NA,917,7,92.972,76.264,62.814,22.365,NA,ASHBURN
669,Brighton Park,580700,NA,264,2.94,35.603,12.967,6.478,0.462,NA,BRIGHTON PARK
670,Irving Park,160200,113,732,5.92,86.859,64.091,48.922,13.267,NA,IRVING PARK
671,Irving Park,160700,104,250,2.85,33.011,11.536,5.632,0.376,94,IRVING PARK
672,Irving Park,161100,102,149,2.14,14.797,3.561,1.419,0.052,NA,IRVING PARK
673,Irving Park,160200,130,621,5.25,80.628,54.197,38.877,8.544,NA,IRVING PARK
674,Irving Park,160300,105,923,7.03,93.109,76.581,63.202,22.673,NA,IRVING PARK
675,Irving Park,160200,114,3365,17.67,99.971,99.638,98.921,88.701,1,IRVING PARK
676,Irving Park,160602,111,619,5.24,80.491,53.999,38.686,8.467,NA,IRVING PARK
677,Irving Park,161300,118,105,1.83,8.331,1.61,0.57,0.015,115,IRVING PARK
678,Irving Park,160800,114,386,3.76,56.079,27.229,16.016,1.873,124,IRVING PARK
679,Irving Park,161100,24,49,1.42,2.746,0.37,0.108,0.002,19,IRVING PARK
680,Irving Park,160400,117,661,5.5,83.169,58.004,42.625,10.155,NA,IRVING PARK
681,Irving Park,160400,120,171,2.3,18.514,4.898,2.054,0.088,NA,IRVING PARK
682,Irving Park,160300,123,542,4.76,74.403,45.896,31.172,5.73,NA,IRVING PARK
683,Irving Park,160900,56,116,1.91,9.8,2.009,0.735,0.021,NA,IRVING PARK
684,Irving Park,160602,109,697,5.72,85.16,61.196,45.879,11.696,NA,IRVING PARK
685,Irving Park,160900,107,490,4.43,69.271,39.923,26.003,4.181,NA,IRVING PARK
686,Irving Park,161000,131,501,4.5,70.432,41.216,27.096,4.487,NA,IRVING PARK
687,Irving Park,161000,134,708,5.78,85.718,62.128,46.849,12.182,NA,IRVING PARK
688,Irving Park,160900,114,467,4.29,66.704,37.178,23.729,3.578,110,IRVING PARK
689,Irving Park,161100,120,166,2.26,17.648,4.573,1.896,0.078,NA,IRVING PARK
690,Irving Park,160200,20,26,1.25,1.427,0.16,0.042,0,NA,IRVING PARK
691,Irving Park,160200,119,1127,8.15,96.397,85.08,74.279,33.182,114,IRVING PARK
692,Irving Park,161100,8,35,1.32,1.878,0.227,0.063,0.001,NA,IRVING PARK
693,Irving Park,160502,NA,585,5.03,78.006,50.539,35.406,7.197,108,IRVING PARK
694,Irving Park,161300,113,1631,10.69,99.124,94.704,89.045,55.648,107,IRVING PARK
695,Irving Park,160100,113,447,4.16,64.313,34.752,21.771,3.096,NA,IRVING PARK
696,Irving Park,160900,118,145,2.11,14.151,3.344,1.32,0.047,NA,IRVING PARK
697,Irving Park,160700,115,669,5.55,83.634,58.732,43.358,10.49,NA,IRVING PARK
698,Irving Park,160200,105,924,7.04,93.132,76.633,63.266,22.725,1,IRVING PARK
699,Irving Park,210400,NA,102,1.81,7.95,1.51,0.531,0.014,NA,AVONDALE
700,Irving Park,161000,120,626,5.28,80.966,54.687,39.352,8.739,115,IRVING PARK
701,Irving Park,160200,27,48,1.41,2.677,0.358,0.104,0.002,22,IRVING PARK
702,Irving Park,160602,122,1072,7.85,95.728,83.174,71.673,30.373,NA,IRVING PARK
703,Irving Park,161000,108,216,2.61,26.672,8.354,3.84,0.214,NA,IRVING PARK
704,Irving Park,160900,114,425,4.02,61.509,32.052,19.65,2.613,NA,IRVING PARK
705,Irving Park,161100,NA,442,4.13,63.692,34.14,21.286,2.982,NA,IRVING PARK
706,Irving Park,161300,111,90,1.72,6.512,1.154,0.391,0.009,107,IRVING PARK
707,Irving Park,140601,112,1521,10.16,98.833,93.434,86.885,51.361,107,ALBANY PARK
708,Irving Park,160400,128,685,5.64,84.525,60.156,44.808,11.173,10,IRVING PARK
709,Irving Park,160700,127,1107,8.04,96.168,84.416,73.361,32.165,NA,IRVING PARK
710,Irving Park,161000,116,1037,7.66,95.23,81.826,69.876,28.569,110,IRVING PARK
711,Irving Park,160800,102,864,6.69,91.62,73.272,59.217,19.663,NA,IRVING PARK
712,Irving Park,160100,113,369,3.65,53.528,25.132,14.497,1.597,NA,IRVING PARK
713,Irving Park,150200,110,220,2.64,27.417,8.705,4.031,0.23,105,PORTAGE PARK
714,Irving Park,160700,120,1252,8.81,97.524,88.594,79.312,39.375,NA,IRVING PARK
715,Irving Park,160400,114,402,3.87,58.378,29.209,17.484,2.158,NA,IRVING PARK
716,Irving Park,161300,61,307,3.23,43.338,17.705,9.433,0.817,56,IRVING PARK
717,Irving Park,160100,125,404,3.88,58.659,29.456,17.67,2.196,NA,IRVING PARK
718,Irving Park,160200,120,769,6.14,88.434,66.933,52,14.994,NA,IRVING PARK
719,Irving Park,160100,100,786,6.24,89.088,68.166,53.364,15.807,95,IRVING PARK
720,Irving Park,160200,114,357,3.57,51.662,23.662,13.455,1.419,NA,IRVING PARK
721,Irving Park,160800,115,637,5.35,81.689,55.752,40.392,9.175,NA,IRVING PARK
722,Irving Park,161300,100,3424,17.87,99.974,99.663,98.988,89.16,95,IRVING PARK
723,Lincoln Park,71000,134,915,6.99,92.926,76.158,62.683,22.262,130,LINCOLN PARK
724,Lincoln Park,71100,145,1802,11.49,99.428,96.162,91.649,61.601,NA,LINCOLN PARK
725,Ravenswood,40700,102,629,5.3,81.166,54.98,39.637,8.857,110,LINCOLN SQUARE
726,Northalsted,62000,95,1662,10.84,99.191,95.01,89.579,56.791,104,LAKE VIEW
727,Lincoln Park,71100,131,206,2.54,24.82,7.507,3.385,0.179,NA,LINCOLN PARK
728,Edgewater,30101,124,48,1.41,2.677,0.358,0.104,0.002,NA,EDGEWATER
729,Lincoln Park,71100,139,624,5.27,80.832,54.492,39.162,8.661,124,LINCOLN PARK
730,Lincoln Park,71000,43,109,1.86,8.853,1.748,0.627,0.017,36,LINCOLN PARK
731,,812700,123,435,4.08,62.807,33.282,20.609,2.827,NA,NA
732,Heart of Chicago,843200,NA,976,7.33,94.203,79.193,66.466,25.411,NA,LOWER WEST SIDE
733,Edgewater,30500,94,254,2.87,33.754,11.939,5.868,0.399,91,EDGEWATER
734,Edgewater,30200,113,6284,26.08,99.999,99.978,99.911,97.93,NA,EDGEWATER
735,West Ridge,20602,99,304,3.21,42.813,17.36,9.21,0.787,NA,WEST RIDGE
736,Rogers Park,10201,52,221,2.65,27.603,8.794,4.08,0.234,49,ROGERS PARK
737,Kenwood,390600,135,1023,7.59,95.014,81.254,69.125,27.845,NA,KENWOOD
738,Edgewater,30104,NA,49,1.42,2.746,0.37,0.108,0.002,NA,EDGEWATER
739,Kenwood,390400,NA,256,2.89,34.125,12.142,5.987,0.411,NA,KENWOOD
740,Edgewater,30200,116,259,2.91,34.68,12.449,6.169,0.43,110,EDGEWATER
741,Kenwood,390700,NA,191,2.44,22.074,6.319,2.765,0.134,NA,KENWOOD
742,,30500,NA,376,3.69,54.592,25.994,15.117,1.708,92,EDGEWATER
743,Ravenswood,31000,121,232,2.72,29.655,9.797,4.637,0.282,115,UPTOWN
744,Ravenswood,31000,18,445,4.15,64.066,34.507,21.577,3.05,16,UPTOWN
745,Ravenswood,31000,128,112,1.88,9.253,1.857,0.672,0.019,125,UPTOWN
746,Ravenswood,31000,115,927,7.05,93.199,76.79,63.458,22.879,110,UPTOWN
747,Ravenswood,31000,109,130,2.01,11.821,2.602,0.988,0.032,11,UPTOWN
748,Uptown,31100,NA,124,1.96,10.936,2.336,0.873,0.027,NA,UPTOWN
749,Uptown,31100,128,202,2.51,24.083,7.18,3.213,0.166,120,UPTOWN
750,Uptown,31100,44,298,3.17,41.756,16.677,8.772,0.731,NA,UPTOWN
751,Uptown,31100,NA,73,1.6,4.73,0.754,0.241,0.005,110,UPTOWN
752,Uptown,31100,5,122,1.95,10.647,2.251,0.837,0.025,115,UPTOWN
753,Margate Park,31200,NA,93,1.74,6.858,1.237,0.423,0.01,120,UPTOWN
754,Margate Park,31200,126,84,1.68,5.848,0.999,0.332,0.007,120,UPTOWN
755,Margate Park,31200,21,173,2.31,18.863,5.031,2.119,0.091,15,UPTOWN
756,Margate Park,31200,114,1196,8.52,97.077,87.147,77.2,36.64,115,UPTOWN
757,Margate Park,31200,122,120,1.93,10.361,2.169,0.802,0.024,117,UPTOWN
758,Margate Park,31300,107,79,1.64,5.324,0.882,0.288,0.006,NA,UPTOWN
759,Margate Park,31300,NA,67,1.55,4.175,0.639,0.2,0.004,NA,UPTOWN
760,Margate Park,31300,NA,398,3.84,57.813,28.714,17.114,2.085,NA,UPTOWN
761,Margate Park,31300,NA,160,2.22,16.624,4.199,1.718,0.068,NA,UPTOWN
762,Margate Park,31300,113,44,1.38,2.412,0.313,0.09,0.001,105,UPTOWN
763,Buena Park,31400,41,80,1.65,5.426,0.905,0.296,0.006,NA,UPTOWN
764,Buena Park,31400,51,100,1.79,7.7,1.447,0.505,0.013,NA,UPTOWN
765,Buena Park,31400,97,387,3.77,56.226,27.353,16.106,1.89,NA,UPTOWN
766,Buena Park,31400,74,25,1.24,1.382,0.153,0.041,0,NA,UPTOWN
767,Uptown,31400,NA,117,1.91,9.939,2.048,0.751,0.022,NA,UPTOWN
768,Uptown,31501,113,151,2.16,15.124,3.673,1.471,0.055,107,UPTOWN
769,Uptown,31501,NA,134,2.03,12.427,2.789,1.07,0.035,NA,UPTOWN
770,Uptown,31501,113,146,2.12,14.311,3.398,1.344,0.048,115,UPTOWN
771,Uptown,31501,31,37,1.33,1.989,0.244,0.068,0.001,25,UPTOWN
772,Uptown,31501,33,201,2.51,23.899,7.099,3.17,0.162,115,UPTOWN
773,Uptown,31502,NA,147,2.13,14.473,3.452,1.369,0.05,NA,UPTOWN
774,Uptown,31502,64,28,1.27,1.52,0.173,0.046,0.001,NA,UPTOWN
775,Uptown,31502,104,168,2.28,17.993,4.701,1.958,0.082,103,UPTOWN
776,Uptown,31502,NA,13,1.15,0.913,0.091,0.023,0,NA,UPTOWN
777,Uptown,31502,5,27,1.26,1.473,0.166,0.044,0.001,NA,UPTOWN
778,Sheridan Park,31700,NA,165,2.25,17.476,4.509,1.866,0.076,NA,UPTOWN
779,Sheridan Park,31700,123,115,1.9,9.662,1.97,0.719,0.02,NA,UPTOWN
780,Sheridan Park,31700,95,266,2.96,35.971,13.176,6.603,0.476,NA,UPTOWN
781,Sheridan Park,31700,95,284,3.08,39.253,15.113,7.787,0.61,NA,UPTOWN
782,Sheridan Park,31700,99,145,2.11,14.151,3.344,1.32,0.047,NA,UPTOWN
783,Ravenswood,31800,5,298,3.17,41.756,16.677,8.772,0.731,NA,UPTOWN
784,Ravenswood,31800,128,120,1.93,10.361,2.169,0.802,0.024,120,UPTOWN
785,Ravenswood,31800,129,689,5.67,84.74,60.506,45.167,11.346,NA,UPTOWN
786,Ravenswood,31800,21,264,2.94,35.603,12.967,6.478,0.462,57,UPTOWN
787,Ravenswood,31800,118,156,2.19,15.952,3.96,1.605,0.062,113,UPTOWN
788,Ravenswood,31900,131,246,2.82,32.267,11.14,5.402,0.353,NA,UPTOWN
789,Ravenswood,31900,129,113,1.88,9.389,1.894,0.687,0.019,NA,UPTOWN
790,Ravenswood,31900,90,451,4.18,64.803,35.239,22.161,3.19,NA,UPTOWN
791,Ravenswood,31900,126,105,1.83,8.331,1.61,0.57,0.015,NA,UPTOWN
792,Ravenswood,31900,130,186,2.4,21.171,5.946,2.575,0.121,NA,UPTOWN
793,Buena Park,32100,NA,54,1.46,3.107,0.434,0.13,0.002,NA,UPTOWN
794,Buena Park,32100,113,93,1.74,6.858,1.237,0.423,0.01,NA,UPTOWN
795,Buena Park,32100,115,195,2.47,22.801,6.625,2.923,0.145,110,UPTOWN
796,Buena Park,32100,96,114,1.89,9.525,1.932,0.703,0.02,NA,UPTOWN
797,Buena Park,32100,NA,741,5.98,87.262,64.802,49.684,13.681,NA,UPTOWN
798,Buena Park,830700,27,120,1.93,10.361,2.169,0.802,0.024,NA,UPTOWN
799,Uptown,830700,NA,32,1.29,1.718,0.202,0.055,0.001,NA,UPTOWN
800,Uptown,830700,NA,131,2.01,11.971,2.648,1.008,0.032,NA,UPTOWN
801,Uptown,830700,NA,93,1.74,6.858,1.237,0.423,0.01,NA,UPTOWN
802,Uptown,830700,23,61,1.51,3.659,0.538,0.165,0.003,14,UPTOWN
803,,420300,NA,626,5.29,81,54.7,39,8.7,24,WOODLAWN
804,,51100,NA,173.5,2.31,18.951,5.065,2.136,0.092,NA,NORTH CENTER
805,,51100,NA,193,2.45,22.437,6.471,2.844,0.139,117,NORTH CENTER
806,,51400,NA,49,1.42,2.746,0.37,0.108,0.002,NA,NORTH CENTER
807,,62600,NA,82,1.66,5.635,0.951,0.314,0.007,16,LAKE VIEW
808,,62700,NA,1316.5,9.14,97.946,90.041,81.487,42.432,127,LAKE VIEW
809,,62900,NA,306.5,3.23,43.25,17.648,9.395,0.812,125,LAKE VIEW
810,,63000,NA,218.5,2.63,27.137,8.573,3.959,0.224,120,LAKE VIEW
811,,63301,NA,415.5,3.95,60.241,30.879,18.748,2.419,NA,LAKE VIEW
812,,63200,NA,413,3.94,59.901,30.57,18.513,2.369,NA,LAKE VIEW
813,,61902,NA,964.5,7.26,93.983,78.653,65.783,24.815,NA,LAKE VIEW
814,,62000,NA,180.5,2.36,20.187,5.549,2.375,0.108,NA,LAKE VIEW
815,,62000,NA,481.5,4.38,68.344,38.915,25.161,3.952,NA,LAKE VIEW
816,,62200,NA,454,4.2,65.167,35.605,22.454,3.26,130,LAKE VIEW
817,,61500,NA,455,4.21,65.287,35.726,22.551,3.284,110,LAKE VIEW
818,,831900,NA,1387,9.5,98.318,91.394,83.584,45.647,105,LAKE VIEW
819,,50700,NA,387.5,3.77,56.299,27.414,16.152,1.899,24,NORTH CENTER
820,,50900,NA,129,2,11.671,2.556,0.968,0.031,92,NORTH CENTER
821,,843700,NA,151.5,2.16,15.207,3.701,1.484,0.055,NA,NORTH CENTER
822,,843700,NA,217,2.62,26.858,8.441,3.887,0.218,NA,NORTH CENTER
823,,60900,NA,843.5,6.58,91.023,72.014,57.744,18.633,NA,LAKE VIEW
824,,60800,NA,387,3.77,56.226,27.353,16.106,1.89,NA,LAKE VIEW
825,,832100,NA,388.5,3.78,56.445,27.538,16.243,1.916,115,LAKE VIEW
826,,60400,NA,543.5,4.77,74.538,46.063,31.321,5.779,120,LAKE VIEW
827,,50600,NA,435,4.08,62.807,33.282,20.609,2.827,4,NORTH CENTER
828,,50500,NA,576,4.98,77.296,49.592,34.526,6.877,12,NORTH CENTER
829,,843700,NA,397.5,3.84,57.742,28.652,17.067,2.076,NA,NORTH CENTER
830,,160700,NA,197.5,2.48,23.258,6.821,3.025,0.152,57,IRVING PARK
831,,160700,NA,240.5,2.78,31.242,10.604,5.094,0.324,113,IRVING PARK
832,,160800,NA,179.5,2.36,20.01,5.478,2.34,0.105,NA,IRVING PARK
833,,160900,NA,169.5,2.29,18.253,4.799,2.006,0.085,108,IRVING PARK
834,,161100,NA,223.5,2.66,28.069,9.018,4.203,0.244,10,IRVING PARK
835,,161100,NA,185,2.4,20.992,5.872,2.538,0.118,NA,IRVING PARK
836,,831700,NA,304.5,3.22,42.901,17.418,9.247,0.792,103,PORTAGE PARK
837,,150800,NA,99,1.78,7.577,1.415,0.493,0.012,99,PORTAGE PARK
838,,150700,NA,106,1.83,8.46,1.644,0.584,0.015,97,PORTAGE PARK
839,,150300,NA,134.5,2.04,12.503,2.813,1.081,0.036,97,PORTAGE PARK
840,,150200,NA,366,3.63,53.066,24.764,14.234,1.551,93,PORTAGE PARK
841,,150200,NA,246.5,2.82,32.36,11.189,5.431,0.356,54,PORTAGE PARK
842,,160100,NA,218,2.63,27.044,8.529,3.935,0.222,NA,IRVING PARK
843,,160200,NA,299,3.18,41.933,16.79,8.844,0.74,10,IRVING PARK
844,,140500,NA,517.5,4.61,72.097,43.127,28.738,4.968,104,ALBANY PARK
845,,140601,NA,798.5,6.32,89.544,69.044,54.348,16.412,108,ALBANY PARK
846,,140602,NA,259,2.91,34.68,12.449,6.169,0.43,104,ALBANY PARK
847,,140800,NA,246.5,2.82,32.36,11.189,5.431,0.356,NA,ALBANY PARK
848,,140800,NA,170,2.29,18.34,4.832,2.022,0.086,95,ALBANY PARK
849,,40800,NA,245.5,2.82,32.174,11.091,5.374,0.35,NA,LINCOLN SQUARE
850,,40900,NA,198.5,2.49,23.441,6.9,3.066,0.155,NA,LINCOLN SQUARE
851,,40900,NA,276,3.02,37.802,14.241,7.249,0.547,NA,LINCOLN SQUARE
852,,31900,NA,167,2.27,17.82,4.637,1.927,0.08,140,UPTOWN
853,,31700,NA,208.5,2.56,25.282,7.715,3.496,0.187,109,UPTOWN
854,,31700,NA,343,3.48,49.417,21.962,12.274,1.228,NA,UPTOWN
855,,31502,NA,277.5,3.03,38.075,14.403,7.349,0.559,NA,UPTOWN
856,,31400,NA,191,2.44,22.074,6.319,2.765,0.134,NA,UPTOWN
857,,31300,NA,282,3.07,38.891,14.893,7.651,0.594,NA,UPTOWN
858,,31300,NA,82.5,1.66,5.688,0.963,0.318,0.007,NA,UPTOWN
859,,31100,NA,136,2.05,12.734,2.885,1.113,0.037,113,UPTOWN
860,,31000,NA,223.5,2.66,28.069,9.018,4.203,0.244,NA,UPTOWN
861,,31000,NA,238,2.76,30.775,10.363,4.957,0.311,117,UPTOWN
862,,40402,NA,120,1.93,10.361,2.169,0.802,0.024,NA,LINCOLN SQUARE
863,,40401,NA,386,3.76,56.079,27.229,16.016,1.873,108,LINCOLN SQUARE
864,,40201,NA,196,2.47,22.984,6.703,2.964,0.147,NA,LINCOLN SQUARE
865,,40300,NA,404,3.88,58.659,29.456,17.67,2.196,95,LINCOLN SQUARE
866,,140100,NA,164.5,2.25,17.39,4.478,1.851,0.076,NA,ALBANY PARK
867,,140200,NA,216.5,2.62,26.765,8.398,3.864,0.216,99,ALBANY PARK
868,,140302,NA,228,2.7,28.908,9.426,4.43,0.264,58,ALBANY PARK
869,,140400,NA,129,2,11.671,2.556,0.968,0.031,63,ALBANY PARK
870,,140400,NA,162.5,2.24,17.049,4.353,1.791,0.072,NA,ALBANY PARK
871,,140400,NA,267.5,2.97,36.247,13.334,6.698,0.486,NA,ALBANY PARK
872,,30706,NA,162,2.23,16.963,4.322,1.776,0.071,NA,EDGEWATER
873,,30800,NA,431,4.06,62.292,32.79,20.225,2.74,105,EDGEWATER
874,,30800,NA,1121,8.12,96.33,84.884,74.007,32.877,96,EDGEWATER
875,,30900,NA,294.5,3.15,41.135,16.281,8.521,0.699,NA,EDGEWATER
876,,40100,NA,229,2.7,29.095,9.518,4.481,0.268,NA,LINCOLN SQUARE
877,,40202,NA,974.5,7.32,94.175,79.124,66.378,25.333,NA,LINCOLN SQUARE
878,,40202,NA,197.5,2.48,23.258,6.821,3.025,0.152,59,LINCOLN SQUARE
879,,40300,NA,110.5,1.87,9.052,1.802,0.649,0.018,NA,LINCOLN SQUARE
880,,831800,NA,489.5,4.43,69.217,39.864,25.954,4.167,89,NORTH PARK
881,,831800,NA,87.5,1.7,6.231,1.088,0.365,0.008,NA,NORTH PARK
882,,130200,NA,152,2.16,15.289,3.729,1.497,0.056,NA,NORTH PARK
883,,130200,NA,47,1.41,2.609,0.346,0.101,0.001,19,NORTH PARK
884,,130200,NA,124,1.96,10.936,2.336,0.873,0.027,NA,NORTH PARK
885,,120400,NA,154.5,2.18,15.702,3.873,1.564,0.06,NA,FOREST GLEN
886,,110501,NA,327,3.37,46.767,20.046,10.974,1.031,65,JEFFERSON PARK
887,,31300,NA,139.5,2.07,13.278,3.059,1.191,0.041,NA,NA
888,,110200,NA,150.5,2.15,15.042,3.645,1.458,0.054,NA,JEFFERSON PARK
889,,110400,NA,86,1.69,6.065,1.049,0.351,0.008,89,JEFFERSON PARK
890,,100600,NA,106,1.83,8.46,1.644,0.584,0.015,68,NORWOOD PARK
891,,100600,NA,89,1.71,6.399,1.127,0.38,0.009,93,NORWOOD PARK
892,,100500,NA,109.5,1.86,8.919,1.766,0.634,0.017,73,NORWOOD PARK
893,,100500,NA,92,1.73,6.742,1.209,0.412,0.01,79,NORWOOD PARK
894,,100500,NA,126,1.98,11.228,2.423,0.911,0.028,62,NORWOOD PARK
895,,810400,NA,143,2.1,13.831,3.239,1.272,0.045,NA,NA
896,,100500,NA,295.5,3.16,41.312,16.394,8.592,0.708,73,NORWOOD PARK
